ID,Ticker,Type,Side,Price,Volume
157,1131,L,Buy,49.2,98
158,1131,L,Buy,49.1,95
159,2313,L,Buy,75.6,491
160,2211,M,Buy,-1.0,22
161,2313,L,Buy,75.6,479
162,2211,L,Sell,101.1,15
163,1131,M,Buy,-1.0,112
164,2211,L,Sell,100.8,17
165,2313,M,Sell,-1.0,533
166,2211,M,Sell,-1.0,11
167,1131,L,Sell,49.2,97
168,2211,L,Buy,100.6,31
169,2313,L,Sell,75.4,506
170,2211,L,Buy,100.5,40
171,2211,L,Buy,100.4,23
172,2211,L,Buy,100.7,36
173,1131,L,Sell,49.1,113
174,2313,L,Sell,75.3,513
175,2211,L,Buy,100.4,15
176,2211,L,Buy,100.6,12
177,2211,M,Buy,-1.0,10
178,2211,L,Buy,100.9,-1
179,2313,M,Sell,-1.0,494
180,2211,L,Sell,100.5,35
181,1131,L,Buy,49.2,86
182,2211,L,Buy,100.9,20
183,2313,L,Buy,75.9,490
184,2313,L,Buy,75.9,500
185,2313,L,Sell,74.4,506
186,2313,L,Sell,74.5,492
187,2313,L,Sell,73.9,503
188,2313,L,Sell,73.2,496
189,1131,L,Buy,49.1,96
190,2313,M,Buy,-1.0,489
191,2313,L,Sell,73.6,469
192,2313,L,Buy,74.0,493
193,2211,L,Sell,100.7,21
194,2211,L,Sell,100.8,11
195,2211,L,Sell,100.8,20
196,2313,L,Sell,73.4,480
197,2313,M,Sell,-1.0,502
198,2211,M,Buy,-1.0,29
199,2211,M,Sell,-1.0,12
200,1131,L,Sell,48.9,108
201,2313,M,Buy,-1.0,511
202,2313,L,Buy,71.5,494
203,1131,M,Sell,-1.0,93
204,1131,L,Sell,48.9,93
205,2211,L,Sell,101.0,14
206,2313,M,Sell,-1.0,496
207,1131,L,Buy,48.7,98
208,2313,L,Buy,72.2,490
209,2313,M,Buy,-1.0,505
210,2211,M,Sell,-1.0,23
211,2313,L,Sell,71.5,503
212,2211,L,Buy,100.4,12
213,1131,L,Sell,48.9,117
214,2211,M,Buy,-1.0,15
215,2211,L,Buy,100.4,8
216,1131,L,Sell,47.9,103
217,1131,L,Sell,48.3,112
218,2211,L,Sell,100.2,28
219,2313,L,Sell,71.4,458
220,2211,L,Buy,100.2,16
221,2211,L,Buy,100.2,25
222,1131,L,Buy,48.5,92
223,2313,M,Sell,-1.0,501
224,1131,L,Buy,48.9,93
225,2313,L,Sell,72.1,488
226,2313,L,Buy,71.5,481
227,2313,M,Sell,-1.0,518
228,2211,L,Buy,100.4,22
229,2211,L,Buy,100.0,23
230,2313,L,Buy,69.9,521
231,2313,L,Sell,69.7,485
232,1131,M,Sell,-1.0,101
233,2211,L,Buy,100.2,-10
234,1131,L,Sell,48.8,81
235,1131,M,Sell,-1.0,114
236,1131,L,Sell,48.1,105
237,2211,L,Sell,100.0,12
238,1131,L,Buy,48.1,97
239,1131,L,Sell,48.3,95
240,1131,L,Sell,48.5,113
241,1131,L,Buy,49.2,92
242,1131,L,Buy,48.7,91
243,2313,L,Sell,68.5,509
244,1131,L,Sell,48.6,83
245,2211,L,Buy,100.4,12
246,1131,L,Buy,48.7,98
247,1131,L,Buy,48.5,98
248,2313,L,Buy,68.4,496
249,2211,L,Sell,100.4,22
250,2211,M,Buy,-1.0,21
251,1131,L,Sell,49.2,111
252,2313,L,Sell,68.4,508
253,1131,M,Buy,-1.0,110
254,2313,L,Sell,68.3,502
255,2313,M,Buy,-1.0,488
256,1131,M,Buy,-1.0,109
257,1131,L,Buy,48.2,101
258,1131,L,Buy,47.8,98
259,2313,L,Sell,68.3,502
260,2211,L,Sell,100.3,22
261,2211,L,Buy,100.1,8
262,1131,L,Buy,48.0,105
263,1131,L,Sell,48.3,114
264,2313,L,Sell,68.0,475
265,2211,L,Sell,100.3,23
266,1131,M,Sell,-1.0,91
267,2313,L,Sell,68.6,455
268,1131,L,Sell,48.7,99
269,2211,L,Buy,99.9,3
270,2313,L,Buy,67.2,487
271,1131,L,Buy,48.5,101
272,2211,L,Sell,100.3,32
273,2211,L,Buy,100.2,13
274,2313,L,Sell,67.9,497
275,1131,L,Buy,48.2,96
276,1131,L,Buy,48.4,109
277,1131,M,Sell,-1.0,115
278,2211,L,Sell,100.0,14
279,2211,L,Buy,100.0,18
280,2313,L,Sell,68.2,525
281,2211,L,Buy,100.0,20
282,1131,L,Buy,48.5,108
283,2211,L,Buy,99.8,8
284,2211,M,Sell,-1.0,15
285,2313,L,Sell,68.4,515
286,2211,L,Buy,99.8,9
287,2211,L,Buy,99.7,13
288,2313,M,Buy,-1.0,506
289,2313,L,Sell,69.6,510
290,2313,M,Buy,-1.0,492
291,2211,L,Buy,99.4,14
292,1131,L,Buy,49.6,111
293,1131,L,Sell,50.3,108
294,1131,L,Buy,50.1,81
295,2313,L,Buy,70.7,451
296,1131,L,Buy,49.5,100
297,2313,L,Buy,71.6,501
298,2211,L,Sell,99.8,21
299,2313,L,Buy,70.3,485
300,2313,L,Buy,70.8,488
301,2211,L,Buy,99.8,8
302,1131,L,Buy,49.4,107
303,1131,L,Buy,49.9,113
304,2211,L,Buy,99.5,26
305,2313,L,Buy,71.5,489
306,2313,M,Sell,-1.0,516
307,1131,L,Buy,50.2,105
308,1131,L,Sell,49.7,90
309,2211,L,Buy,99.3,25
310,1131,L,Buy,49.6,87
311,2211,L,Sell,99.5,23
312,1131,L,Buy,48.8,92
313,1131,L,Sell,49.2,104
314,2313,L,Buy,71.7,508
315,2211,L,Buy,99.5,30
316,2211,L,Sell,99.5,8
317,2211,L,Buy,99.5,29
318,2313,L,Buy,71.5,505
319,2313,L,Sell,71.3,505
320,2313,L,Buy,71.6,483
321,2313,L,Sell,71.0,455
322,1131,L,Buy,48.8,112
323,2313,L,Buy,70.8,488
324,2211,L,Sell,99.4,22
325,2211,L,Buy,99.3,26
326,2313,L,Sell,71.1,527
327,1131,L,Sell,49.1,80
328,2211,M,Buy,-1.0,19
329,2211,L,Buy,99.0,11
330,1131,M,Sell,-1.0,105
331,2211,M,Sell,-1.0,26
332,2211,L,Sell,99.7,20
333,2211,L,Sell,99.8,33
334,2211,L,Sell,99.3,33
335,1131,L,Sell,49.8,98
336,1131,L,Buy,49.6,90
337,2313,L,Buy,71.1,509
338,2313,L,Buy,70.8,482
339,2313,M,Buy,-1.0,498
340,1131,L,Sell,49.7,89
341,2211,L,Buy,99.4,25
342,2313,L,Sell,70.7,554
343,2211,L,Buy,99.4,24
344,2211,L,Buy,99.2,9
345,1131,L,Sell,50.2,93
346,1131,L,Buy,50.9,92
347,2313,M,Buy,-1.0,506
348,1131,L,Sell,51.2,76
349,1131,L,Sell,51.1,89
350,1131,L,Buy,51.5,117
351,2313,M,Sell,-1.0,460
352,2313,L,Sell,72.0,510
353,2211,L,Buy,99.5,8
354,2211,L,Sell,99.4,25
355,1131,L,Sell,50.9,90
356,1131,M,Sell,-1.0,92
357,1131,L,Buy,50.1,103
358,1131,L,Buy,50.4,98
359,2211,M,Buy,-1.0,38
360,2313,L,Sell,72.5,483
361,2211,L,Sell,99.3,33
362,1131,L,Buy,51.2,109
363,2313,L,Buy,71.8,523
364,2313,M,Buy,-1.0,512
365,2313,M,Sell,-1.0,494
366,2211,L,Sell,98.6,25
367,1131,L,Buy,51.5,107
368,1131,M,Buy,-1.0,101
369,2211,M,Sell,-1.0,27
370,2313,L,Sell,71.6,532
371,1131,L,Buy,51.5,99
372,2313,M,Sell,-1.0,464
373,1131,L,Buy,51.4,86
374,2211,L,Sell,98.5,27
375,2313,L,Sell,72.8,516
376,2211,M,Buy,-1.0,24
377,2313,L,Buy,73.3,470
378,2211,L,Buy,98.7,26
379,2313,L,Buy,74.1,508
380,1131,L,Buy,50.5,91
381,1131,L,Sell,51.1,113
382,2211,L,Sell,99.0,10
383,2211,M,Buy,-1.0,12
384,2211,L,Sell,99.3,14
385,2211,L,Sell,99.4,22
386,1131,L,Sell,51.9,119
387,1131,L,Buy,52.1,89
388,1131,L,Buy,52.4,93
389,2313,L,Buy,75.8,502
390,2313,L,Buy,74.9,500
391,2211,L,Buy,99.6,19
392,2313,M,Sell,-1.0,513
393,1131,L,Sell,53.2,88
394,1131,M,Buy,-1.0,116
395,2313,L,Sell,75.1,494
396,1131,L,Buy,52.1,106
397,2211,M,Sell,-1.0,17
398,2313,L,Buy,75.7,500
399,1131,L,Buy,51.5,100
400,2313,L,Sell,76.2,532
401,2313,L,Sell,76.6,515
402,1131,L,Sell,52.2,97
403,2211,L,Buy,100.0,31
404,2211,M,Buy,-1.0,13
405,2211,L,Sell,99.9,24
406,1131,L,Sell,51.4,97
407,2211,L,Sell,100.0,17
408,2211,L,Sell,100.0,29
409,1131,L,Buy,51.9,92
410,1131,L,Buy,51.4,101
411,2313,L,Buy,76.8,469
412,2313,L,Sell,78.2,459
413,1131,L,Buy,51.3,103
414,2313,L,Sell,77.2,461
415,2211,L,Sell,99.8,5
416,2211,L,Sell,99.8,33
417,2211,M,Buy,-1.0,33
418,2313,L,Buy,77.1,477
419,2211,M,Sell,-1.0,24
420,2313,L,Sell,77.7,490
421,2313,L,Sell,77.4,470
422,2211,L,Sell,99.9,13
423,2313,M,Buy,-1.0,541
424,2211,M,Sell,-1.0,13
425,1131,L,Buy,51.0,117
426,2211,L,Buy,100.4,13
427,2313,L,Buy,77.8,511
428,2211,L,Sell,100.3,26
429,1131,L,Sell,50.3,97
430,2211,M,Sell,-1.0,14
431,1131,M,Sell,-1.0,101
432,1131,L,Buy,50.4,102
433,2313,M,Sell,-1.0,495
434,1131,L,Sell,50.3,96
435,2211,L,Buy,100.6,21
436,2211,L,Sell,100.8,11
437,1131,L,Sell,49.3,112
438,1131,L,Buy,50.0,98
439,2313,L,Sell,78.0,467
440,2211,M,Buy,-1.0,0
441,1131,M,Sell,-1.0,110
442,2211,L,Buy,100.7,13
443,2211,L,Buy,100.4,3
444,2313,M,Buy,-1.0,493
445,2313,L,Buy,76.9,494
446,2211,L,Buy,100.7,12
447,1131,L,Buy,49.5,95
448,2211,L,Sell,100.8,33
449,2211,L,Buy,100.6,25
450,2211,L,Buy,100.7,10
451,1131,L,Sell,48.6,86
452,2313,L,Buy,77.1,487
453,2313,L,Buy,77.6,470
454,1131,L,Buy,49.0,91
455,1131,L,Sell,48.7,102
456,2211,L,Sell,100.9,14
457,2313,L,Buy,77.4,510
458,2313,L,Sell,77.5,498
459,1131,L,Sell,48.9,102
460,2313,L,Sell,77.6,474
461,1131,L,Buy,49.3,102
462,1131,M,Buy,-1.0,96
463,1131,L,Buy,48.9,98
464,2313,L,Sell,78.3,477
465,2313,M,Sell,-1.0,502
466,1131,L,Sell,48.8,94
467,2211,L,Sell,100.6,30
468,1131,L,Buy,48.4,91
469,1131,M,Sell,-1.0,84
470,2211,L,Buy,100.9,36
471,2313,L,Buy,78.6,488
472,1131,L,Sell,49.0,99
473,2211,L,Sell,100.9,16
474,2313,L,Buy,77.7,535
475,1131,L,Buy,49.0,106
476,1131,L,Sell,49.2,94
477,2313,L,Buy,78.4,543
478,2211,M,Sell,-1.0,13
479,2313,L,Buy,77.1,497
480,2313,L,Sell,76.2,495
481,1131,M,Buy,-1.0,95
482,1131,M,Buy,-1.0,101
483,2313,M,Buy,-1.0,533
484,1131,L,Buy,49.6,121
485,2313,L,Sell,76.7,507
486,2313,L,Buy,76.4,504
487,1131,L,Buy,48.6,110
488,2313,L,Sell,76.9,489
489,2211,L,Buy,101.5,13
490,1131,L,Buy,48.8,110
491,2313,L,Buy,77.5,526
492,2313,M,Sell,-1.0,508
493,2313,M,Sell,-1.0,472
494,2211,L,Sell,101.5,22
495,2211,L,Buy,101.7,12
496,2211,L,Sell,101.8,32
497,2313,L,Sell,76.4,504
498,2211,L,Sell,101.9,12
499,1131,L,Sell,48.5,129
500,2313,L,Sell,75.5,525
501,1131,M,Sell,-1.0,96
502,2211,L,Buy,102.0,24
503,1131,L,Buy,47.7,106
504,1131,L,Sell,47.5,100
505,2313,L,Buy,75.8,475
506,2211,L,Buy,101.9,3
507,2313,L,Buy,75.3,523
508,2313,L,Sell,75.8,521
509,1131,L,Buy,47.7,101
510,2313,M,Sell,-1.0,486
511,2211,L,Sell,102.2,33
512,2211,M,Buy,-1.0,14
513,2313,M,Sell,-1.0,516
514,2313,M,Sell,-1.0,493
515,2313,M,Sell,-1.0,517
516,2211,L,Sell,102.4,12
517,2313,L,Sell,75.4,483
518,1131,L,Sell,48.1,101
519,2313,L,Sell,74.3,570
520,1131,M,Buy,-1.0,91
521,2211,L,Buy,101.9,24
522,1131,L,Buy,46.9,114
523,2211,L,Buy,102.1,21
524,2211,L,Buy,102.4,14
525,2313,L,Buy,74.1,483
526,2313,L,Sell,74.6,543
527,2313,L,Buy,73.2,484
528,2313,M,Buy,-1.0,501
529,2211,L,Sell,102.2,13
530,2313,L,Buy,72.8,479
531,2313,L,Sell,72.6,508
532,2313,L,Buy,72.7,479
533,2211,L,Sell,102.3,16
534,2211,L,Sell,102.0,21
535,2313,L,Sell,72.7,490
536,1131,L,Buy,48.1,93
537,2313,L,Sell,73.4,513
538,2211,L,Buy,101.7,16
539,2211,M,Sell,-1.0,22
540,2313,L,Buy,73.4,456
541,2211,L,Buy,102.0,24
542,1131,L,Sell,48.3,93
543,2313,L,Sell,73.3,517
544,2211,L,Sell,102.0,34
545,2211,L,Buy,102.0,9
546,2211,L,Sell,102.0,16
547,2211,M,Buy,-1.0,24
548,2313,L,Sell,73.2,525
549,2313,L,Buy,74.5,514
550,2211,L,Buy,102.2,0
551,1131,L,Buy,48.4,87
552,1131,L,Sell,48.1,92
553,1131,M,Sell,-1.0,102
554,1131,L,Buy,48.3,109
555,2211,L,Buy,101.9,17
556,2211,L,Sell,102.1,54
557,2211,L,Buy,101.9,8
558,2211,L,Buy,102.2,8
559,1131,M,Buy,-1.0,109
560,2313,L,Sell,74.8,498
561,2211,L,Sell,102.3,8
562,2313,L,Sell,75.0,482
563,2211,L,Sell,102.4,15
564,1131,L,Buy,48.5,104
565,2313,L,Sell,74.4,481
566,1131,L,Buy,48.9,104
567,2211,L,Buy,102.1,19
568,1131,L,Buy,49.8,113
569,2211,L,Buy,102.2,15
570,1131,M,Buy,-1.0,99
571,2211,M,Sell,-1.0,20
572,2211,L,Sell,102.2,25
573,1131,L,Sell,49.9,110
574,1131,L,Buy,50.3,112
575,2211,L,Sell,101.7,30
576,1131,M,Buy,-1.0,82
577,1131,L,Buy,50.4,85
578,2313,M,Sell,-1.0,478
579,1131,L,Sell,50.1,89
580,2211,L,Buy,101.3,25
581,1131,L,Sell,49.9,111
582,2313,L,Sell,74.7,501
583,2211,L,Sell,101.2,23
584,1131,L,Buy,48.9,89
585,1131,L,Buy,48.9,97
586,2313,L,Buy,75.1,477
587,1131,M,Sell,-1.0,97
588,1131,L,Buy,49.6,104
589,1131,L,Buy,49.0,114
590,2211,M,Buy,-1.0,21
591,2313,M,Buy,-1.0,513
592,2211,M,Buy,-1.0,27
593,2313,L,Buy,75.8,510
594,1131,M,Sell,-1.0,104
595,1131,L,Sell,49.7,101
596,2211,L,Buy,101.6,31
597,2313,L,Buy,76.2,512
598,1131,L,Sell,49.3,90
599,2211,L,Buy,101.7,5
600,1131,M,Sell,-1.0,92
601,2211,M,Buy,-1.0,29
602,2313,M,Buy,-1.0,491
603,2211,L,Buy,102.2,38
604,2313,L,Sell,77.0,500
605,1131,L,Buy,50.1,105
606,1131,L,Sell,49.9,91
607,2313,M,Sell,-1.0,549
608,2313,M,Sell,-1.0,501
609,2211,L,Buy,102.7,5
610,2211,L,Sell,102.9,15
611,1131,M,Sell,-1.0,119
612,1131,L,Sell,50.3,108
613,2313,L,Buy,76.8,467
614,1131,L,Sell,50.3,99
615,2211,M,Buy,-1.0,33
616,1131,L,Sell,50.1,95
617,1131,L,Sell,50.2,101
618,2211,L,Buy,103.0,20
619,2313,M,Buy,-1.0,528
620,2313,L,Buy,77.1,547
621,2211,M,Sell,-1.0,28
622,1131,M,Buy,-1.0,107
623,1131,L,Sell,49.9,98
624,1131,L,Buy,50.8,105
625,1131,L,Buy,50.0,113
626,2211,L,Buy,102.6,38
627,2313,M,Sell,-1.0,515
628,2313,L,Sell,79.8,469
629,2211,L,Buy,102.6,34
630,1131,L,Sell,49.8,97
631,1131,L,Sell,49.8,120
632,2313,L,Sell,80.0,483
633,2313,L,Buy,80.4,525
634,2211,L,Sell,102.6,29
635,1131,L,Sell,50.0,107
636,2313,L,Buy,79.6,484
637,2211,L,Buy,102.4,11
638,2211,L,Buy,102.3,21
639,1131,L,Buy,49.1,97
640,1131,L,Buy,48.4,107
641,2313,L,Sell,80.0,549
642,1131,M,Sell,-1.0,99
643,2313,L,Sell,81.1,522
644,1131,L,Buy,48.1,66
645,2211,M,Buy,-1.0,23
646,2313,L,Buy,80.9,491
647,1131,M,Sell,-1.0,106
648,2211,L,Buy,102.6,11
649,2313,L,Sell,80.5,488
650,2313,L,Sell,81.5,477
651,2211,L,Sell,102.4,25
652,1131,L,Sell,47.7,105
653,2211,L,Buy,102.3,22
654,2211,M,Sell,-1.0,15
655,2313,M,Sell,-1.0,507
656,2313,L,Buy,82.4,524
657,2313,L,Buy,83.5,512
658,1131,L,Buy,48.6,89
659,2211,L,Buy,102.3,22
660,2313,L,Buy,83.7,509
661,1131,M,Sell,-1.0,119
662,2313,L,Buy,83.2,473
663,2313,L,Sell,83.7,475
664,2313,L,Buy,83.9,496
665,2313,L,Buy,84.8,499
666,2211,L,Buy,102.6,9
667,1131,M,Buy,-1.0,101
668,1131,L,Sell,48.6,94
669,2313,L,Sell,84.9,486
670,2313,M,Buy,-1.0,491
671,2211,L,Buy,102.5,20
672,2211,L,Buy,102.6,14
673,2313,L,Sell,86.6,521
674,1131,L,Buy,47.8,111
675,2313,M,Sell,-1.0,486
676,2211,L,Sell,102.7,26
677,2211,L,Buy,102.4,7
678,2211,L,Sell,102.5,24
679,1131,L,Buy,47.4,107
680,2313,L,Sell,86.1,484
681,2211,L,Buy,102.3,14
682,2313,L,Sell,87.1,500
683,2211,M,Sell,-1.0,23
684,2313,L,Buy,87.8,514
685,2313,M,Sell,-1.0,506
686,1131,L,Sell,47.4,92
687,1131,L,Buy,47.1,86
688,2313,L,Buy,88.9,514
689,2313,L,Sell,88.8,489
690,2211,L,Sell,102.5,38
691,2211,L,Sell,102.3,33
692,1131,L,Buy,46.9,86
693,2211,M,Buy,-1.0,34
694,2211,L,Sell,102.0,30
695,1131,L,Buy,47.6,87
696,1131,L,Sell,46.8,99
697,2313,L,Sell,88.7,505
698,2313,L,Sell,88.8,514
699,2211,L,Buy,102.3,38
700,2313,L,Buy,88.6,493
701,1131,L,Sell,45.9,112
702,1131,L,Sell,45.7,112
703,1131,L,Sell,45.4,115
704,2211,L,Sell,102.3,11
705,2313,L,Sell,88.4,464
706,2211,L,Buy,102.3,34
707,2211,L,Buy,102.3,34
708,2313,L,Sell,88.8,500
709,2211,L,Sell,102.1,8
710,2211,L,Buy,102.2,9
711,2211,L,Sell,102.1,32
712,2211,L,Sell,102.3,12
713,2211,L,Sell,102.3,14
714,2313,L,Sell,88.5,511
715,1131,L,Buy,45.8,102
716,2313,L,Buy,87.5,470
717,2211,L,Buy,102.1,17
718,1131,L,Buy,46.1,105
719,1131,L,Buy,45.7,107
720,1131,L,Buy,45.8,92
721,1131,L,Sell,45.3,101
722,1131,L,Buy,44.5,101
723,1131,M,Sell,-1.0,96
724,2313,M,Buy,-1.0,503
725,2211,L,Sell,101.7,39
726,2211,L,Sell,101.9,25
727,1131,L,Sell,44.4,109
728,2313,L,Buy,87.1,480
729,2313,L,Sell,88.6,491
730,2313,M,Buy,-1.0,525
731,2313,L,Sell,88.0,451
732,2313,L,Sell,87.8,490
733,2211,L,Buy,101.5,15
734,1131,L,Buy,45.1,99
735,2211,L,Buy,101.7,23
736,2211,L,Buy,101.6,37
737,2211,L,Sell,101.4,16
738,2313,L,Sell,88.4,483
739,1131,L,Sell,46.1,91
740,1131,L,Buy,46.3,99
741,2313,L,Buy,88.4,511
742,1131,L,Sell,46.5,103
743,1131,L,Buy,47.0,92
744,1131,L,Sell,47.2,99
745,2313,L,Sell,88.0,510
746,2313,L,Buy,87.9,479
747,2313,L,Buy,87.5,521
748,1131,M,Sell,-1.0,95
749,1131,L,Buy,46.9,95
750,2313,L,Buy,88.3,514
751,2211,M,Sell,-1.0,25
752,2313,L,Buy,88.2,491
753,1131,L,Buy,46.0,87
754,2313,L,Buy,88.1,547
755,2211,L,Buy,101.5,12
756,1131,L,Buy,46.2,110
757,2313,M,Sell,-1.0,486
758,1131,M,Buy,-1.0,92
759,2313,L,Buy,90.5,492
760,1131,L,Sell,46.9,93
761,1131,M,Sell,-1.0,109
762,2313,L,Sell,91.1,452
763,2313,L,Sell,92.1,505
764,1131,L,Buy,46.9,107
765,2211,L,Buy,101.6,16
766,2211,L,Buy,101.6,18
767,1131,L,Buy,46.0,104
768,2211,L,Sell,101.7,7
769,2313,M,Buy,-1.0,504
770,1131,M,Sell,-1.0,106
771,1131,L,Buy,46.9,101
772,2211,M,Sell,-1.0,17
773,1131,L,Sell,46.4,97
774,2211,L,Buy,101.8,11
775,1131,L,Sell,46.5,111
776,2313,M,Sell,-1.0,505
777,2211,L,Sell,101.4,19
778,2313,L,Buy,93.9,509
779,1131,L,Sell,45.9,99
780,1131,L,Buy,46.0,100
781,2313,L,Buy,94.5,482
782,1131,L,Buy,45.5,108
783,2313,L,Sell,94.4,505
784,2211,L,Sell,101.3,15
785,2313,L,Buy,95.1,528
786,2211,L,Buy,101.4,14
787,2313,M,Sell,-1.0,511
788,2313,M,Buy,-1.0,511
789,2211,L,Sell,101.4,21
790,1131,L,Buy,46.7,96
791,2211,L,Buy,101.5,17
792,2313,L,Buy,95.1,517
793,2313,M,Buy,-1.0,501
794,1131,L,Buy,46.8,88
795,2313,L,Sell,95.6,491
796,1131,L,Sell,46.4,115
797,2313,L,Buy,95.6,508
798,2313,M,Sell,-1.0,502
799,2313,L,Sell,94.9,500
800,2313,M,Buy,-1.0,467
801,2211,M,Buy,-1.0,28
802,2313,M,Buy,-1.0,511
803,2313,L,Sell,96.8,494
804,1131,L,Sell,46.6,110
805,2313,L,Buy,96.3,489
806,2211,L,Sell,101.6,17
807,2211,L,Buy,101.9,22
808,2211,M,Buy,-1.0,18
809,2211,L,Sell,102.3,33
810,1131,L,Sell,47.3,107
